Order ID,First Name,Last Name,Gender,City,Order Date,Order Time,Order Type,Category,Subcategory,Price,Quantity,Total Price,Customer Review,Weather,Payment Method
7656,Emma,Lee,Female,Preston,2023-12-24,14:17,Eat-in,Sashimi,Tuna Sashimi,6.57,1,6.57,Excellent,Rainy,Debit Card
7657,Henry,Garcia,Female,Oldham,2023-11-25,18:16,Eat-in,Maki,Dragon Roll,6.28,3,18.84,Good,Windy,Credit Card
7658,Harper,Wilson,Female,Rochdale,2023-03-13,15:39,Eat-in,Sashimi,Octopus,6.31,4,25.24,Excellent,Windy,Credit Card
7659,Sophia,Miller,Female,Oldham,2023-09-09,17:56,Eat-in,Temaki,Spicy Tuna,4.99,1,4.99,Poor,Windy,Credit Card
7660,Alexander,Smith,Female,Preston,2021-07-27,14:48,Eat-in,Sashimi,Scallop Sashimi,4.44,1,4.44,Good,Sunny,Debit Card
7661,Amelia,Johnson,Female,Bolton,2022-09-15,12:13,Takeaway,Maki,Dragon Roll,6.27,3,18.81,Excellent,Sunny,Credit Card
7662,Charlotte,Smith,Female,Manchester,2022-09-25,13:02,Eat-in,Ramen,Shoyu Ramen,10.15,3,30.45,Excellent,Sunny,Credit Card
7663,Oliver,Wilson,Female,Barrow-in-Furness,2024-04-26,14:07,Eat-in,Nigiri,Octopus,5.69,1,5.69,Excellent,Sunny,Debit Card
7664,Mason,Williams,Male,Barrow-in-Furness,2021-02-05,14:46,Eat-in,Temaki,Salmon Avocado,5.92,5,29.6,Excellent,Sunny,Mobile Payment
7665,Lucas,Johnson,Male,Manchester,2022-02-06,15:46,Eat-in,Ramen,Vegetarian Ramen,10.33,5,51.65,Excellent,Sunny,Credit Card
7666,Harper,Gonzalez,Female,Manchester,2023-11-20,15:20,Eat-in,Temaki,Crab Stick,4.37,1,4.37,Excellent,Sunny,Mobile Payment
7667,Benjamin,Jackson,Female,Preston,2020-07-28,14:23,Eat-in,Nigiri,Octopus,2.5,5,12.5,Excellent,Sunny,Mobile Payment
7668,Ethan,Davis,Female,Rochdale,2022-09-13,14:51,Eat-in,Ramen,Seafood Ramen,10.78,5,53.9,Excellent,Sunny,Credit Card
7669,Ethan,Lopez,Female,Rochdale,2022-04-25,14:52,Eat-in,Maki,Futomaki,2.9,3,8.7,Good,Rainy,Credit Card
7670,Evelyn,Jones,Female,Oldham,2022-11-16,14:11,Eat-in,Street food,Takoyaki,5.0,2,10.0,Poor,Windy,Credit Card
7671,Oliver,Hernandez,Female,Blackpool,2022-03-12,11:51,Eat-in,Sashimi,Octopus,5.14,4,20.56,Poor,Windy,Credit Card
7672,Sophia,Jackson,Female,Bolton,2021-05-29,12:55,Takeaway,Ramen,Beef Ramen,8.99,4,35.96,Excellent,Sunny,Credit Card
7673,Emma,Lopez,Female,Preston,2024-01-11,11:19,Takeaway,Street food,Gyoza,2.04,3,6.12,Excellent,Sunny,Debit Card
7674,Alexander,Lee,Female,Blackpool,2023-09-22,18:51,Takeaway,Sashimi,Tuna Sashimi,6.81,3,20.43,Poor,Windy,Cash
7675,Elijah,Martinez,Female,Manchester,2023-06-05,16:57,Eat-in,Nigiri,Sweet Egg,4.45,4,17.8,Excellent,Windy,Debit Card
7676,Benjamin,Lee,Female,Burnley,2020-01-22,15:33,Takeaway,Street food,Chawanmushi,2.95,2,5.9,Good,Rainy,Credit Card
7677,Mia,Williams,Female,Preston,2023-08-06,13:41,Eat-in,Street food,Karaage,4.77,2,9.54,Excellent,Sunny,Credit Card
7678,Mia,Lopez,Male,Bolton,2021-01-04,16:35,Eat-in,Temaki,Spicy Tuna,3.25,1,3.25,Good,Windy,Debit Card
7679,Evelyn,Martin,Female,Preston,2021-08-19,14:29,Eat-in,Temaki,Shrimp Tempura,3.44,2,6.88,Good,Windy,Credit Card
7680,Olivia,Miller,Female,Salford,2023-07-30,11:34,Eat-in,Temaki,Salmon Avocado,3.71,3,11.13,Excellent,Sunny,Cash
7681,Isabella,Lopez,Female,Manchester,2023-10-02,13:20,Takeaway,Street food,Yakitori,2.04,4,8.16,Excellent,Sunny,Debit Card
7682,Ethan,Miller,Female,Bury,2023-03-28,15:18,Takeaway,Ramen,Tonkotsu Ramen,8.91,1,8.91,Good,Sunny,Debit Card
7683,Alexander,Wilson,Female,Barrow-in-Furness,2024-04-23,13:20,Takeaway,Ramen,Curry Ramen,7.26,4,29.04,Excellent,Sunny,Cash
7684,Harper,Garcia,Female,Oldham,2024-12-06,12:50,Eat-in,Nigiri,Tuna,2.99,3,8.97,Good,Rainy,Mobile Payment
7685,Henry,Lee,Female,Lancaster,2020-11-16,13:37,Eat-in,Maki,Futomaki,3.81,2,7.62,Good,Windy,Credit Card
7686,Mia,Lee,Female,Oldham,2022-04-30,15:28,Takeaway,Street food,Yakitori,3.32,3,9.96,Excellent,Sunny,Cash
7687,James,Moore,Male,Rochdale,2021-01-11,16:11,Eat-in,Maki,Tempura Roll,6.05,4,24.2,Excellent,Rainy,Mobile Payment
7688,Emma,Taylor,Male,Salford,2023-07-29,13:34,Takeaway,Sashimi,Crab Sashimi,3.79,5,18.95,Excellent,Sunny,Credit Card
7689,Mason,Lee,Male,Preston,2023-05-05,14:31,Eat-in,Ramen,Spicy Miso Ramen,8.41,3,25.23,Excellent,Sunny,Debit Card
7690,Lucas,Hernandez,Female,Manchester,2023-02-10,15:16,Eat-in,Sashimi,Mackerel Sashimi,3.63,4,14.52,Excellent,Sunny,Debit Card
7691,Mia,Smith,Female,Blackpool,2023-06-26,13:18,Eat-in,Maki,Futomaki,2.84,3,8.52,Poor,Sunny,Mobile Payment
7692,Evelyn,Anderson,Female,Oldham,2023-02-24,14:24,Eat-in,Temaki,Vegetable,5.1,1,5.1,Excellent,Rainy,Debit Card
7693,Olivia,Taylor,Female,Salford,2021-07-23,14:47,Eat-in,Maki,Tempura Roll,4.48,5,22.4,Excellent,Sunny,Debit Card
7694,Ava,Brown,Male,Lancaster,2024-03-25,11:24,Eat-in,Street food,Karaage,2.36,3,7.08,Excellent,Sunny,Cash
7695,Olivia,Miller,Female,Manchester,2023-08-28,13:23,Eat-in,Ramen,Beef Ramen,7.77,5,38.85,Excellent,Sunny,Credit Card
7696,Emma,Smith,Female,Manchester,2020-08-02,14:31,Takeaway,Street food,Korokke,3.32,5,16.6,Good,Rainy,Cash
7697,Olivia,Brown,Female,Barrow-in-Furness,2024-04-03,14:16,Eat-in,Street food,Onigiri,4.12,5,20.6,Good,Sunny,Debit Card
7698,Isabella,Moore,Female,Manchester,2022-05-28,14:58,Takeaway,Maki,Uramaki,3.58,5,17.9,Excellent,Sunny,Credit Card
7699,Harper,Garcia,Female,Blackpool,2024-01-31,14:43,Eat-in,Nigiri,Octopus,5.54,2,11.08,Excellent,Rainy,Cash
7700,Charlotte,Anderson,Female,Burnley,2022-06-08,14:46,Takeaway,Sashimi,Salmon Sashimi,3.4,3,10.2,Good,Sunny,Debit Card
7701,Mason,Garcia,Female,Barrow-in-Furness,2023-09-03,18:17,Eat-in,Ramen,Curry Ramen,9.64,4,38.56,Excellent,Windy,Cash
7702,Alexander,Moore,Female,Blackpool,2022-09-09,15:54,Takeaway,Maki,California Roll,5.28,5,26.4,Excellent,Sunny,Debit Card
7703,Jack,Martin,Female,Burnley,2022-09-13,13:53,Takeaway,Temaki,Spicy Salmon,3.95,4,15.8,Excellent,Sunny,Credit Card
7704,Evelyn,Johnson,Male,Preston,2023-11-08,14:13,Takeaway,Nigiri,Scallop,3.0,1,3.0,Excellent,Windy,Debit Card
7705,Mia,Williams,Female,Bolton,2021-02-09,14:11,Takeaway,Nigiri,Eel,2.16,1,2.16,Excellent,Rainy,Credit Card
7706,Olivia,Jones,Male,Bury,2023-09-10,13:01,Eat-in,Temaki,California Roll,3.37,2,6.74,Excellent,Rainy,Mobile Payment
7707,Elijah,Lopez,Female,Manchester,2020-05-29,16:15,Takeaway,Street food,Karaage,4.04,2,8.08,Good,Sunny,Debit Card
7708,Mia,Miller,Female,Manchester,2020-09-25,14:58,Takeaway,Sashimi,Tuna Sashimi,5.61,5,28.05,Excellent,Sunny,Credit Card
7709,Ava,Anderson,Male,Burnley,2022-03-20,16:29,Eat-in,Temaki,Spicy Tuna,4.13,3,12.39,Poor,Windy,Credit Card
7710,Oliver,Smith,Female,Bury,2024-08-01,14:51,Takeaway,Ramen,Curry Ramen,11.15,1,11.15,Good,Sunny,Credit Card
7711,Mia,Moore,Female,Oldham,2020-07-29,13:44,Takeaway,Maki,Uramaki,2.88,2,5.76,Excellent,Windy,Credit Card
7712,James,Thomas,Female,Rochdale,2022-03-05,13:17,Takeaway,Maki,Philadelphia Roll,3.52,4,14.08,Excellent,Windy,Debit Card
7713,Ethan,Williams,Male,Preston,2023-06-02,14:40,Eat-in,Temaki,Vegetable,5.38,3,16.14,Excellent,Sunny,Cash
7714,Jack,Miller,Female,Bolton,2021-04-23,18:05,Eat-in,Ramen,Miso Ramen,9.58,5,47.9,Excellent,Sunny,Credit Card
7715,Jack,Jones,Female,Bolton,2020-02-26,14:44,Eat-in,Ramen,Spicy Miso Ramen,8.87,4,35.48,Excellent,Sunny,Credit Card
7716,Mason,Gonzalez,Female,Bolton,2020-05-28,15:09,Eat-in,Nigiri,Salmon,4.71,1,4.71,Good,Sunny,Credit Card
7717,Harper,Taylor,Female,Rochdale,2024-09-11,15:03,Takeaway,Maki,California Roll,4.82,2,9.64,Excellent,Windy,Credit Card
7718,Lucas,Williams,Female,Lancaster,2023-09-20,14:29,Eat-in,Ramen,Shio Ramen,10.26,2,20.52,Excellent,Sunny,Credit Card
7719,Charlotte,Williams,Male,Bury,2021-06-09,15:03,Eat-in,Ramen,Beef Ramen,8.21,1,8.21,Good,Sunny,Mobile Payment
7720,Olivia,Williams,Female,Lancaster,2021-04-10,18:26,Eat-in,Street food,Onigiri,3.9,1,3.9,Excellent,Sunny,Credit Card
7721,Ava,Williams,Male,Bolton,2023-08-10,15:02,Eat-in,Nigiri,Salmon,4.96,5,24.8,Excellent,Sunny,Mobile Payment
7722,Henry,Wilson,Female,Manchester,2022-07-08,15:39,Eat-in,Street food,Karaage,2.4,4,9.6,Excellent,Windy,Cash
7723,Amelia,Brown,Male,Oldham,2022-05-08,13:25,Eat-in,Sashimi,Salmon Sashimi,3.56,2,7.12,Excellent,Sunny,Credit Card
7724,Alexander,Williams,Female,Oldham,2024-03-20,18:37,Eat-in,Temaki,Spicy Tuna,5.56,3,16.68,Good,Windy,Cash
7725,Ethan,Thomas,Female,Burnley,2024-08-07,14:26,Eat-in,Ramen,Curry Ramen,8.12,5,40.6,Excellent,Sunny,Mobile Payment
7726,Benjamin,Johnson,Female,Preston,2023-01-20,18:47,Takeaway,Ramen,Tonkotsu Ramen,7.72,2,15.44,Excellent,Rainy,Credit Card
7727,Isabella,Martin,Female,Barrow-in-Furness,2021-06-14,15:15,Takeaway,Street food,Onigiri,4.04,4,16.16,Excellent,Windy,Credit Card
7728,Amelia,Taylor,Female,Bury,2024-06-18,14:41,Eat-in,Temaki,Eel Cucumber,4.26,5,21.3,Poor,Sunny,Cash
7729,Benjamin,Jones,Female,Bolton,2024-04-30,14:14,Eat-in,Nigiri,Yellowtail,4.01,4,16.04,Excellent,Windy,Credit Card
7730,Olivia,Garcia,Female,Manchester,2021-10-23,13:35,Eat-in,Temaki,Shrimp Tempura,3.15,1,3.15,Excellent,Rainy,Credit Card
7731,Mia,Garcia,Female,Rochdale,2020-11-13,16:33,Eat-in,Nigiri,Shrimp,3.41,2,6.82,Excellent,Sunny,Cash
7732,Charlotte,Garcia,Male,Lancaster,2023-04-18,16:57,Eat-in,Sashimi,Sweet Egg Sashimi,4.53,5,22.65,Excellent,Windy,Debit Card
7733,Emma,Davis,Female,Rochdale,2022-03-02,14:12,Takeaway,Maki,Cucumber Roll,4.39,1,4.39,Excellent,Sunny,Credit Card
7734,Mia,Jones,Female,Burnley,2020-10-28,13:35,Eat-in,Street food,Chawanmushi,2.75,5,13.75,Excellent,Sunny,Debit Card
7735,Jack,Davis,Male,Barrow-in-Furness,2022-09-30,14:06,Takeaway,Maki,Uramaki,6.06,5,30.3,Excellent,Rainy,Credit Card
7736,Mason,Miller,Male,Oldham,2022-07-28,14:41,Eat-in,Temaki,Eel Cucumber,5.45,5,27.25,Good,Rainy,Cash
7737,Charlotte,Martin,Male,Blackpool,2023-08-01,18:37,Takeaway,Maki,California Roll,5.99,3,17.97,Good,Sunny,Debit Card
7738,Harper,Brown,Female,Preston,2021-09-19,16:27,Takeaway,Ramen,Tonkotsu Ramen,7.51,3,22.53,Good,Sunny,Debit Card
7739,Ethan,Miller,Male,Salford,2024-10-05,14:13,Eat-in,Sashimi,Mackerel Sashimi,4.37,5,21.85,Poor,Windy,Cash
7740,Henry,Martinez,Male,Preston,2023-06-19,13:23,Takeaway,Sashimi,Mackerel Sashimi,3.08,1,3.08,Good,Windy,Debit Card
7741,Ava,Brown,Female,Oldham,2022-07-12,11:07,Eat-in,Ramen,Spicy Miso Ramen,11.52,2,23.04,Poor,Rainy,Credit Card
7742,Alexander,Jones,Female,Oldham,2022-10-02,13:39,Takeaway,Nigiri,Tuna,5.64,3,16.92,Good,Sunny,Credit Card
7743,Evelyn,Lopez,Male,Burnley,2023-08-08,15:26,Eat-in,Temaki,California Roll,3.96,2,7.92,Good,Sunny,Mobile Payment
7744,Harper,Miller,Female,Bolton,2023-12-25,14:42,Eat-in,Nigiri,Eel,5.03,3,15.09,Excellent,Sunny,Credit Card
7745,Benjamin,Williams,Female,Barrow-in-Furness,2023-11-20,14:00,Eat-in,Nigiri,Scallop,5.56,2,11.12,Excellent,Sunny,Debit Card
7746,Harper,Anderson,Female,Burnley,2021-08-16,11:44,Eat-in,Maki,Dragon Roll,3.05,4,12.2,Good,Windy,Debit Card
7747,Sophia,Hernandez,Female,Rochdale,2024-11-08,13:53,Eat-in,Temaki,Salmon Avocado,6.27,1,6.27,Excellent,Sunny,Credit Card
7748,Jack,Brown,Female,Blackpool,2022-03-13,18:02,Eat-in,Maki,Dragon Roll,5.27,5,26.35,Excellent,Windy,Cash
7749,Lucas,Jones,Female,Barrow-in-Furness,2022-09-23,17:39,Eat-in,Ramen,Miso Ramen,11.47,1,11.47,Excellent,Sunny,Debit Card
7750,James,Brown,Female,Bolton,2023-03-26,13:31,Takeaway,Temaki,Eel Cucumber,4.87,2,9.74,Excellent,Sunny,Credit Card
7751,Sophia,Moore,Female,Salford,2024-07-04,13:44,Eat-in,Ramen,Seafood Ramen,9.71,3,29.13,Excellent,Windy,Cash
7752,Amelia,Davis,Female,Oldham,2022-01-28,13:35,Eat-in,Maki,Spicy Tuna Roll,4.79,5,23.95,Poor,Sunny,Mobile Payment
7753,Olivia,Jones,Female,Barrow-in-Furness,2022-09-12,14:20,Eat-in,Sashimi,Yellowtail Sashimi,5.14,1,5.14,Good,Sunny,Debit Card
7754,Alexander,Gonzalez,Male,Oldham,2024-02-26,15:07,Takeaway,Temaki,Crab Stick,4.03,2,8.06,Excellent,Rainy,Mobile Payment
7755,Charlotte,Smith,Male,Blackpool,2024-02-12,18:07,Takeaway,Maki,Philadelphia Roll,2.97,3,8.91,Excellent,Windy,Credit Card
7756,Ethan,Brown,Male,Lancaster,2023-03-01,14:43,Takeaway,Nigiri,Octopus,3.8,3,11.4,Excellent,Rainy,Debit Card
7757,Harper,Moore,Female,Bury,2024-06-11,14:18,Takeaway,Nigiri,Salmon,3.55,2,7.1,Good,Windy,Debit Card
7758,Ava,Williams,Male,Bolton,2022-07-07,11:21,Takeaway,Nigiri,Salmon,4.63,4,18.52,Excellent,Sunny,Credit Card
7759,James,Thomas,Female,Manchester,2024-12-23,14:24,Eat-in,Sashimi,Salmon Sashimi,6.95,2,13.9,Good,Sunny,Mobile Payment
7760,Mia,Jones,Female,Manchester,2021-03-31,15:18,Eat-in,Ramen,Beef Ramen,9.11,3,27.33,Excellent,Sunny,Debit Card
7761,Amelia,Anderson,Female,Manchester,2024-09-11,16:54,Eat-in,Sashimi,Mackerel Sashimi,3.9,4,15.6,Excellent,Windy,Debit Card
7762,James,Martinez,Female,Preston,2023-04-25,16:12,Eat-in,Temaki,California Roll,5.32,1,5.32,Good,Windy,Credit Card
7763,Harper,Jones,Male,Oldham,2021-01-25,14:26,Eat-in,Maki,Hoso Maki,3.48,4,13.92,Good,Sunny,Debit Card
7764,Lucas,Miller,Male,Blackpool,2024-05-25,16:28,Takeaway,Maki,Hoso Maki,5.53,3,16.59,Excellent,Sunny,Mobile Payment
7765,Charlotte,Smith,Female,Preston,2022-11-27,15:08,Eat-in,Nigiri,Scallop,4.45,4,17.8,Excellent,Windy,Debit Card
7766,Alexander,Brown,Female,Oldham,2023-09-30,15:33,Eat-in,Sashimi,Octopus,5.47,2,10.94,Good,Sunny,Debit Card
7767,Mia,Jackson,Female,Manchester,2021-11-15,13:10,Eat-in,Maki,Hoso Maki,3.5,2,7.0,Excellent,Windy,Credit Card
7768,Amelia,Davis,Female,Bury,2021-08-15,15:10,Eat-in,Temaki,Shrimp Tempura,6.11,2,12.22,Poor,Sunny,Debit Card
7769,Mia,Brown,Male,Oldham,2022-08-25,16:29,Eat-in,Street food,Korokke,1.68,1,1.68,Good,Sunny,Mobile Payment
7770,Jack,Hernandez,Male,Barrow-in-Furness,2021-10-12,16:52,Eat-in,Temaki,Shrimp Tempura,4.18,2,8.36,Good,Sunny,Cash
7771,Alexander,Martin,Male,Blackpool,2023-01-21,12:23,Eat-in,Sashimi,Crab Sashimi,3.31,1,3.31,Excellent,Windy,Credit Card
7772,Sophia,Jackson,Female,Oldham,2021-09-25,13:47,Eat-in,Maki,Dragon Roll,2.69,1,2.69,Good,Sunny,Cash
7773,Mia,Jones,Male,Blackpool,2022-11-04,14:50,Eat-in,Sashimi,Sweet Egg Sashimi,3.41,1,3.41,Poor,Sunny,Credit Card
7774,Sophia,Davis,Male,Rochdale,2022-04-30,17:17,Eat-in,Nigiri,Shrimp,5.22,5,26.1,Excellent,Sunny,Debit Card
7775,Harper,Hernandez,Female,Bury,2024-03-03,15:56,Eat-in,Ramen,Seafood Ramen,8.79,1,8.79,Excellent,Rainy,Cash
7776,Charlotte,Jackson,Female,Oldham,2020-09-22,14:34,Eat-in,Ramen,Tonkotsu Ramen,9.22,1,9.22,Excellent,Sunny,Credit Card
7777,Henry,Jackson,Female,Salford,2023-08-12,16:34,Eat-in,Maki,Hoso Maki,6.18,4,24.72,Good,Rainy,Debit Card
7778,Isabella,Jackson,Female,Manchester,2022-12-05,15:52,Takeaway,Sashimi,Yellowtail Sashimi,3.9,2,7.8,Excellent,Sunny,Debit Card
7779,Isabella,Miller,Male,Salford,2024-06-12,13:49,Takeaway,Maki,Spicy Tuna Roll,3.91,3,11.73,Excellent,Sunny,Cash
7780,Amelia,Lee,Female,Barrow-in-Furness,2020-09-27,15:13,Eat-in,Sashimi,Tuna Sashimi,6.88,2,13.76,Excellent,Sunny,Debit Card
7781,Lucas,Gonzalez,Male,Bolton,2024-03-04,16:56,Takeaway,Temaki,Crab Stick,3.95,3,11.85,Excellent,Sunny,Credit Card
7782,Elijah,Wilson,Female,Bury,2023-05-03,12:13,Eat-in,Sashimi,Squid Sashimi,5.31,2,10.62,Excellent,Windy,Credit Card
7783,Mia,Garcia,Female,Barrow-in-Furness,2023-04-05,16:02,Eat-in,Sashimi,Scallop Sashimi,3.34,5,16.7,Excellent,Sunny,Cash
7784,Ethan,Martin,Female,Salford,2021-12-23,16:01,Eat-in,Street food,Chawanmushi,3.15,5,15.75,Excellent,Rainy,Credit Card
7785,Harper,Anderson,Female,Manchester,2024-07-19,17:43,Eat-in,Sashimi,Squid Sashimi,3.05,3,9.15,Excellent,Sunny,Cash
7786,Benjamin,Gonzalez,Female,Bury,2022-04-27,13:24,Eat-in,Ramen,Shio Ramen,8.27,5,41.35,Good,Windy,Debit Card
7787,Harper,Martin,Female,Burnley,2022-10-15,16:00,Eat-in,Street food,Takoyaki,3.03,4,12.12,Excellent,Sunny,Credit Card
7788,Evelyn,Lee,Female,Oldham,2024-06-05,13:47,Takeaway,Sashimi,Yellowtail Sashimi,3.41,2,6.82,Excellent,Rainy,Cash
7789,Jack,Martinez,Female,Salford,2021-04-09,13:22,Eat-in,Street food,Edamame,3.7,2,7.4,Excellent,Windy,Credit Card
7790,Amelia,Martinez,Female,Barrow-in-Furness,2023-01-10,17:09,Eat-in,Temaki,Spicy Tuna,4.49,1,4.49,Excellent,Windy,Credit Card
7791,Isabella,Garcia,Female,Rochdale,2024-05-30,17:55,Eat-in,Sashimi,Tuna Sashimi,4.26,1,4.26,Excellent,Sunny,Credit Card
7792,Mason,Davis,Female,Manchester,2022-01-17,17:56,Eat-in,Ramen,Chicken Ramen,7.34,4,29.36,Good,Sunny,Credit Card
7793,Jack,Jones,Male,Lancaster,2021-07-24,12:37,Eat-in,Temaki,California Roll,4.87,2,9.74,Good,Windy,Debit Card
7794,Isabella,Miller,Female,Burnley,2020-02-27,13:40,Takeaway,Nigiri,Sea Urchin,4.0,3,12.0,Excellent,Sunny,Credit Card
7795,Oliver,Brown,Female,Manchester,2021-08-15,12:34,Eat-in,Ramen,Shoyu Ramen,10.44,1,10.44,Good,Windy,Credit Card
7796,Ethan,Anderson,Female,Oldham,2020-02-21,13:47,Takeaway,Ramen,Vegetarian Ramen,6.23,1,6.23,Excellent,Sunny,Debit Card
7797,Oliver,Gonzalez,Female,Bolton,2024-11-14,15:58,Eat-in,Maki,Cucumber Roll,4.04,3,12.12,Excellent,Rainy,Credit Card
7798,Sophia,Gonzalez,Female,Lancaster,2021-11-14,15:45,Eat-in,Street food,Edamame,3.57,4,14.28,Excellent,Sunny,Credit Card
7799,Mason,Martin,Female,Oldham,2023-07-05,15:30,Eat-in,Nigiri,Tuna,2.25,3,6.75,Good,Windy,Credit Card
7800,Mia,Wilson,Female,Rochdale,2024-05-31,13:06,Takeaway,Maki,California Roll,3.44,3,10.32,Good,Rainy,Debit Card
7801,Ava,Jones,Female,Salford,2023-10-03,15:52,Eat-in,Temaki,Salmon Avocado,5.67,5,28.35,Excellent,Sunny,Cash
7802,Charlotte,Miller,Female,Burnley,2023-01-13,11:33,Takeaway,Maki,Rainbow Roll,3.38,1,3.38,Good,Sunny,Cash
7803,Olivia,Williams,Female,Rochdale,2023-02-26,13:25,Eat-in,Temaki,Shrimp Tempura,4.17,1,4.17,Good,Sunny,Credit Card
7804,Henry,Miller,Female,Preston,2022-09-30,14:52,Eat-in,Nigiri,Tuna,2.57,2,5.14,Excellent,Sunny,Credit Card
7805,Ethan,Lopez,Female,Rochdale,2021-06-27,16:33,Takeaway,Maki,Philadelphia Roll,3.97,4,15.88,Excellent,Sunny,Debit Card
7806,Henry,Taylor,Female,Rochdale,2022-04-04,15:23,Eat-in,Ramen,Shoyu Ramen,8.82,4,35.28,Good,Sunny,Mobile Payment
7807,Ava,Taylor,Female,Rochdale,2024-06-28,13:47,Takeaway,Street food,Takoyaki,2.56,4,10.24,Poor,Sunny,Credit Card
7808,Henry,Gonzalez,Female,Oldham,2021-07-14,13:33,Eat-in,Sashimi,Yellowtail Sashimi,3.93,2,7.86,Excellent,Sunny,Credit Card
7809,Ethan,Gonzalez,Male,Manchester,2024-04-18,15:49,Eat-in,Maki,Rainbow Roll,5.82,2,11.64,Good,Sunny,Debit Card
7810,Benjamin,Garcia,Female,Burnley,2022-01-02,15:24,Eat-in,Maki,Dragon Roll,6.04,1,6.04,Excellent,Sunny,Credit Card
7811,Mason,Williams,Female,Lancaster,2022-08-22,15:46,Eat-in,Sashimi,Salmon Sashimi,6.15,1,6.15,Good,Sunny,Credit Card
7812,Alexander,Lee,Male,Preston,2021-06-07,13:52,Eat-in,Nigiri,Yellowtail,5.14,2,10.28,Good,Sunny,Cash
7813,Sophia,Taylor,Male,Manchester,2023-09-09,13:22,Eat-in,Ramen,Seafood Ramen,7.05,4,28.2,Poor,Sunny,Cash
7814,Ava,Smith,Female,Bury,2022-01-25,15:26,Eat-in,Sashimi,Squid Sashimi,5.11,1,5.11,Good,Sunny,Debit Card
7815,Olivia,Wilson,Male,Lancaster,2021-05-18,13:52,Eat-in,Ramen,Spicy Miso Ramen,8.11,4,32.44,Excellent,Windy,Debit Card
7816,Mia,Johnson,Male,Salford,2023-09-12,14:29,Eat-in,Temaki,Crab Stick,5.29,5,26.45,Good,Sunny,Credit Card
7817,Elijah,Garcia,Male,Blackpool,2024-03-25,16:48,Eat-in,Temaki,Crab Stick,5.36,3,16.08,Poor,Sunny,Credit Card
7818,Olivia,Brown,Female,Bolton,2021-09-25,17:00,Eat-in,Sashimi,Octopus,5.94,3,17.82,Excellent,Sunny,Credit Card
7819,Olivia,Brown,Male,Manchester,2021-05-16,15:37,Takeaway,Temaki,Salmon Avocado,6.63,2,13.26,Excellent,Sunny,Mobile Payment
7820,Lucas,Anderson,Female,Blackpool,2021-10-10,11:53,Takeaway,Street food,Onigiri,2.09,3,6.27,Excellent,Sunny,Debit Card
7821,Jack,Hernandez,Female,Salford,2022-06-26,17:51,Eat-in,Ramen,Miso Ramen,6.54,4,26.16,Excellent,Windy,Debit Card
7822,Amelia,Gonzalez,Male,Rochdale,2022-11-09,18:58,Takeaway,Ramen,Chicken Ramen,11.16,1,11.16,Good,Sunny,Credit Card
7823,Elijah,Hernandez,Female,Oldham,2022-01-02,17:04,Eat-in,Ramen,Vegetable Ramen,9.6,3,28.8,Excellent,Rainy,Credit Card
7824,Lucas,Smith,Female,Manchester,2024-03-03,14:55,Eat-in,Ramen,Shio Ramen,9.07,3,27.21,Excellent,Sunny,Credit Card
7825,Amelia,Smith,Male,Lancaster,2020-12-07,16:06,Eat-in,Maki,Philadelphia Roll,6.19,2,12.38,Good,Windy,Credit Card
7826,Evelyn,Garcia,Female,Bolton,2024-06-08,14:24,Eat-in,Nigiri,Salmon,3.39,4,13.56,Excellent,Rainy,Credit Card
7827,Olivia,Gonzalez,Female,Bury,2022-10-31,15:06,Eat-in,Temaki,Crab Stick,4.09,3,12.27,Excellent,Windy,Debit Card
7828,Henry,Wilson,Female,Oldham,2021-03-02,14:18,Takeaway,Nigiri,Crab,5.43,2,10.86,Excellent,Rainy,Debit Card
7829,Sophia,Martinez,Female,Oldham,2023-05-25,15:55,Eat-in,Street food,Korokke,3.12,4,12.48,Good,Sunny,Cash
7830,Isabella,Johnson,Female,Manchester,2020-09-23,18:42,Eat-in,Ramen,Vegetable Ramen,9.88,1,9.88,Excellent,Sunny,Credit Card
7831,Lucas,Hernandez,Male,Burnley,2023-01-12,13:09,Eat-in,Sashimi,Yellowtail Sashimi,4.44,3,13.32,Good,Sunny,Cash
7832,James,Martin,Male,Preston,2022-04-05,17:05,Eat-in,Sashimi,Yellowtail Sashimi,3.49,2,6.98,Good,Windy,Cash
7833,Isabella,Miller,Male,Salford,2022-03-11,14:42,Eat-in,Nigiri,Crab,4.7,3,14.1,Excellent,Sunny,Cash
7834,Sophia,Jackson,Male,Rochdale,2023-07-20,13:49,Eat-in,Maki,Futomaki,2.99,5,14.95,Good,Windy,Cash
7835,Oliver,Gonzalez,Male,Barrow-in-Furness,2024-06-23,12:38,Eat-in,Ramen,Cold Ramen,7.44,1,7.44,Good,Sunny,Debit Card
7836,Henry,Gonzalez,Male,Lancaster,2023-02-14,11:17,Takeaway,Street food,Miso Soup,3.0,3,9.0,Poor,Sunny,Credit Card
7837,Jack,Thomas,Female,Bolton,2023-08-18,13:04,Eat-in,Street food,Okonomiyaki,3.74,4,14.96,Excellent,Rainy,Credit Card
7838,Ethan,Garcia,Female,Oldham,2021-11-12,11:45,Eat-in,Street food,Yakitori,4.07,3,12.21,Excellent,Windy,Debit Card
7839,Lucas,Williams,Female,Oldham,2022-01-16,13:55,Eat-in,Temaki,Yellowtail Scallion,6.72,1,6.72,Excellent,Sunny,Credit Card
